Object,Action Type,Rule Group,Rule Name,Status,Condition,Actions
Contact,TransitionState_Stop,F01-G Email Routing,F01-FedEx No Replies,Enabled,"If (Incidents > Category  not equals  Customer Not Available or Business Closed, Delivery delayed, scheduled, Local weather delay, Recipient Location Security Delay, No attempt made, delivery  AND  Incidents > Previous Status  equals  Unspecified  AND  Contacts > Email - Primary  equals  noreply@fedex.com  AND  Incidents > Queue  equals  Supply Mailbox  AND (  Incidents > Channel  equals  Email  OR  Custom Field > Channel  equals  Email ))",Transition State And Stop 02-Updated State
Contact,TransitionState_Stop,F01-G Email Routing,F01-G-FedEx Exception Catch All,Enabled,"If (Incidents > Previous Status  equals  Unresolved, Unspecified  AND (  Contacts > Email - Primary  contains  @fedex.com  OR  Contacts > Email - Primary  contains  @lasership.com )  AND  Incidents > Status  not equals  Solved  AND  Incidents > Category  equals  Unspecified  AND  Incidents > Queue  equals  FedEx Exceptions  AND (  Incidents > Channel  equals  Email  OR  Custom Field > Channel  equals  Email ))",Transition State And Stop 02-Updated State
Contact,TransitionState_Stop,F23-Chewy Contact Us Routing,F23 - AAQ Equine,Enabled,"If (Incidents > Source  equals  Ask A Question  AND  [No Value]  equals  Yes  AND  Incidents > Product  not equals  Pharmacy/Medication Inquiries, Veterinarian Authorized Food Inquiries)",Transition State And Stop 02-Updated State
Contact,TransitionState_Stop,F23-Chewy Contact Us Routing,F23 - AAQ Pharmacy to Rx Pharmacy Tech E,Enabled,"If (Incidents > Source  equals  Ask A Question  AND  Incidents > Product  equals  Pharmacy/Medication Inquiries  AND  Incidents > Category  not equals  Ordered the wrong product, Website description was not accurate, Product doesn't work/fit)",Transition State And Stop 04-Pharmacy State
Contact,TransitionState_Stop,F23-Chewy Contact Us Routing,F23 - AAQ Pharmacy to Rx Aged Queue,Enabled,"If (Incidents > Source  equals  Ask A Question  AND  Incidents > Product  equals  Pharmacy/Medication Inquiries  AND  Incidents > Category  equals  Ordered the wrong product, Website description was not accurate, Product doesn't work/fit)",Transition State And Stop 04-Pharmacy State
Contact,TransitionState_Stop,F23-Chewy Contact Us Routing,F23 - AAQ All Vet Diet,Enabled,If (Incidents > Source  equals  Ask A Question  AND  Incidents > Product  equals  Veterinarian Authorized Food Inquiries),Transition State And Stop 03-Vet Diet State
Contact,TransitionState_Stop,F23-Chewy Contact Us Routing,F23 - AAQ Updated Cancel Order,Enabled,"If (Incidents > Category  equals  Cancel Order, Cancel Order Failed  AND  Incidents > Status  equals  Updated)",Transition State And Stop 02-Updated State
Contact,TransitionState_Stop,F23-Chewy Contact Us Routing,F23 - AAQ Updated Returns,Enabled,If (Incidents > Category  equals  Request a return or replacement  AND  Incidents > Status  equals  Updated),Transition State And Stop 02-Updated State
Contact,TransitionState_Stop,F23-Chewy Contact Us Routing,F23 - AAQ Problems with an Order,Enabled,If (Incidents > Category  equals  Problem with an order or a product),Transition State And Stop 02-Updated State
Contact,TransitionState_Stop,F23-Chewy Contact Us Routing,F23 - AAQ Updated WMO,Enabled,If (Incidents > Category  equals  Order Status / Where is my order?  AND  Incidents > Status  equals  Updated),Transition State And Stop 02-Updated State
Contact,TransitionState_Stop,F23-Chewy Contact Us Routing,F23 - AAQ Cancel Order,Enabled,If (Incidents > Category  equals  Cancel Order  AND  Orders > OrderId  is not null),Transition State And Stop 02-Updated State
Contact,TransitionState_Stop,F23-Chewy Contact Us Routing,F23 - AAQ Cancel Order No Order,Enabled,If (Incidents > Category  equals  Cancel Order  AND  Orders > OrderId  is null),Transition State And Stop 02-Updated State
Contact,TransitionState_Stop,F23-Chewy Contact Us Routing,F23 - AAQ Add Remove Item,Enabled,"If (Incidents > Category  equals  Add/Remove Item, Add/Remove item from order)",Transition State And Stop 02-Updated State
Contact,TransitionState_Stop,F23-Chewy Contact Us Routing,F23 - AAQ Where is my order,Enabled,If (Incidents > Category  equals  Order Status / Where is my order?),Transition State And Stop 02-Updated State
Contact,TransitionState_Stop,F23-Chewy Contact Us Routing,F23 - AAQ Returns,Enabled,If (Incidents > Category  equals  Request a return or replacement),Transition State And Stop 02-Updated State
Contact,TransitionState_Stop,F23-Chewy Contact Us Routing,F23 - AAQ Meds and rx,Enabled,If (Incidents > Category  equals  Medications and prescriptions),Transition State And Stop 02-Updated State
Contact,TransitionState_Stop,F23-Chewy Contact Us Routing,F23 - AAQ Chewy+,Enabled,If (Incidents > Source  equals  Ask A Question  AND (  Custom Field > Routing Tags  contains  [c+]  OR  Custom Field > Routing Tags  contains  [c+s]  OR  Incidents > Category  equals  Chewy+ Membership Program )),Transition State And Stop 02-Updated State
Contact,TransitionState_Stop,F23-Chewy Contact Us Routing,F23 - AAQ Pet Insurance,Enabled,"If (Incidents > Category  equals  New Policy Questions, Existing Policy Questions  AND  Incidents > Source  equals  Ask A Question)",Transition State And Stop 02-Updated State
Contact,TransitionState_Stop,F23-Chewy Contact Us Routing,F23 - AAQ All Other,Enabled,"If (Incidents > Category  equals  Other reason, Unspecified)",Transition State And Stop 02-Updated State
Contact,TransitionState_Stop,F50-CA-Email Routing,F50-CA-General Email Routing,Enabled,"If (Incidents > Mailbox  equals  chewyca@custhelp.com  AND  Incidents > Queue  equals  CA - Customer Service, CA - ESCO, CA - General Email, CA - General Email Overflow, CA - PDI, Unspecified  AND  Contacts > Email - Primary  not equals  premierfieldsupport@fedex.com  AND  Contacts > Email - Primary  not equals  notify@ringcentral.com  AND  Contacts > Email - Primary  not equals  chewy@fedex.com  AND  Contacts > Email - Primary  not equals  noreply@fedex.com  AND  Contacts > Email - Primary  not equals  premiercare@fedex.com  AND  Contacts > Email - Primary  not equals  customerservicecases@lasership.com  AND  Contacts > Email - Primary  not equals  premierglobalsupport@fedex.com  AND  Incidents > Interface  equals  chewyca)",Transition State And Stop 50-Chewy CA State
Contact,TransitionState_Stop,F56-CA-Chewy Contact Us Routing,F56-CA - AAQ Updated Cancel Order,Enabled,"If (Incidents > Category  equals  Cancel Order Failed, Cancel Order  AND  Incidents > Status  equals  Updated  AND  Incidents > Interface  equals  chewyca)",Transition State And Stop 50-Chewy CA State
Contact,TransitionState_Stop,F56-CA-Chewy Contact Us Routing,F56-CA - AAQ Updated Returns,Enabled,If (Incidents > Category  equals  Request a return or replacement  AND  Incidents > Status  equals  Updated  AND  Incidents > Interface  equals  chewyca),Transition State And Stop 50-Chewy CA State
Contact,TransitionState_Stop,F56-CA-Chewy Contact Us Routing,F56-CA - AAQ Problems with an Order,Enabled,If (Incidents > Category  equals  Problem with an order or a product  AND  Incidents > Interface  equals  chewyca),Transition State And Stop 50-Chewy CA State
Contact,TransitionState_Stop,F56-CA-Chewy Contact Us Routing,F56-CA - AAQ Updated WMO,Enabled,If (Incidents > Category  equals  Order Status / Where is my order?  AND  Incidents > Status  equals  Updated  AND  Incidents > Interface  equals  chewyca),Transition State And Stop 50-Chewy CA State
Contact,TransitionState_Stop,F56-CA-Chewy Contact Us Routing,F56-CA - AAQ Cancel Order,Enabled,If (Incidents > Category  equals  Cancel Order  AND  Incidents > Interface  equals  chewyca  AND  Orders > OrderId  is not null),Transition State And Stop 50-Chewy CA State
Contact,TransitionState_Stop,F56-CA-Chewy Contact Us Routing,F56-CA - AAQ Cancel Order No Order,Enabled,If (Incidents > Category  equals  Cancel Order  AND  Incidents > Interface  equals  chewyca  AND  Orders > OrderId  is null),Transition State And Stop 50-Chewy CA State
Contact,TransitionState_Stop,F56-CA-Chewy Contact Us Routing,F56-CA - AAQ Add Remove Item,Enabled,"If (Incidents > Category  equals  Add/Remove Item, Add/Remove item from order  AND  Incidents > Interface  equals  chewyca)",Transition State And Stop 50-Chewy CA State
Contact,TransitionState_Stop,F56-CA-Chewy Contact Us Routing,F56-CA - AAQ Where is my order,Enabled,If (Incidents > Category  equals  Order Status / Where is my order?  AND  Incidents > Interface  equals  chewyca),Transition State And Stop 50-Chewy CA State
Contact,TransitionState_Stop,F56-CA-Chewy Contact Us Routing,F56-CA - AAQ Returns,Enabled,If (Incidents > Category  equals  Request a return or replacement  AND  Incidents > Interface  equals  chewyca),Transition State And Stop 50-Chewy CA State
Contact,TransitionState_Stop,F56-CA-Chewy Contact Us Routing,F56-CA - AAQ All Other,Enabled,"If (Incidents > Category  equals  Other reason, Unspecified  AND  Incidents > Interface  equals  chewyca)",Transition State And Stop 50-Chewy CA State
